time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,weathercode,windspeed_10m_max,city
2025-07-24,26.3,11.3,25.0,10.3,0.0,0.0,3.0,13.3,Nairobi
2025-07-25,26.6,11.6,25.3,11.6,0.0,0.0,3.0,13.7,Nairobi
2025-07-26,26.6,12.0,25.7,11.4,0.0,0.0,3.0,15.1,Nairobi
2025-07-27,25.5,11.5,24.6,10.9,0.0,0.0,3.0,14.2,Nairobi
2025-07-28,,,,,,,,,Nairobi
2025-07-29,,,,,,,,,Nairobi
2019-01-01,33.9,23.9,35.2,28.0,0.0,0.0,3.0,15.5,Lagos
2019-01-02,32.5,24.5,36.1,29.1,0.0,0.0,3.0,14.8,Lagos
2019-01-03,33.8,23.7,35.7,27.9,0.0,0.0,3.0,15.5,Lagos
2019-01-04,33.4,24.0,37.7,28.4,0.0,0.0,3.0,18.0,Lagos
2019-01-05,34.5,24.3,34.8,28.8,0.0,0.0,3.0,16.6,Lagos
2019-01-06,33.3,22.9,35.6,25.4,0.0,0.0,1.0,16.6,Lagos
2019-01-07,33.2,24.4,36.1,29.1,0.0,0.0,3.0,18.2,Lagos
2019-01-08,33.4,23.8,33.9,28.4,0.0,0.0,3.0,14.4,Lagos
2019-01-09,33.1,22.8,34.6,26.9,0.0,0.0,3.0,16.2,Lagos
2019-01-10,31.8,23.6,35.7,28.0,0.0,0.0,2.0,15.0,Lagos
2019-01-11,31.8,25.5,36.0,31.3,0.1,0.1,51.0,14.4,Lagos
2019-01-12,33.0,24.5,37.9,29.5,0.0,0.0,3.0,18.6,Lagos
2019-01-13,31.9,25.9,35.8,31.7,0.4,0.4,51.0,18.9,Lagos
2019-01-14,30.9,27.0,34.3,31.9,1.2,1.2,53.0,17.4,Lagos
2019-01-15,30.7,25.5,35.0,31.0,1.3,1.3,53.0,14.7,Lagos
2019-01-16,31.1,25.7,36.2,31.3,1.6,1.6,53.0,14.1,Lagos
2019-01-17,31.4,25.9,36.4,31.1,1.7,1.7,51.0,18.6,Lagos
2019-01-18,31.1,26.3,34.6,31.3,1.2,1.2,51.0,20.0,Lagos
2019-01-19,32.1,25.9,35.8,31.3,1.3,1.3,51.0,19.9,Lagos
2019-01-20,31.8,26.0,36.8,31.7,0.4,0.4,51.0,15.6,Lagos
2019-01-21,30.9,24.4,35.9,29.4,4.9,4.9,63.0,14.7,Lagos
2019-01-22,31.9,25.8,37.2,31.4,0.4,0.4,51.0,18.7,Lagos
2019-01-23,31.2,26.8,35.9,32.3,1.0,1.0,51.0,19.7,Lagos
2019-01-24,27.5,24.9,32.9,28.9,13.1,13.1,61.0,14.0,Lagos
2019-01-25,30.8,24.1,37.2,28.9,0.0,0.0,3.0,14.5,Lagos
2019-01-26,31.5,25.9,37.7,31.7,0.9,0.9,51.0,18.6,Lagos
2019-01-27,30.5,24.5,35.5,29.4,4.9,4.9,63.0,17.9,Lagos
2019-01-28,29.1,26.2,34.0,31.3,7.4,7.4,61.0,18.6,Lagos
2019-01-29,29.0,25.5,34.6,31.4,2.6,2.6,53.0,12.2,Lagos
2019-01-30,31.0,23.5,36.8,27.5,8.2,8.2,63.0,14.8,Lagos
2019-01-31,31.4,25.5,37.9,31.0,0.6,0.6,51.0,14.2,Lagos
2019-02-01,30.7,26.7,36.1,32.8,0.4,0.4,51.0,15.3,Lagos
2019-02-02,28.4,25.5,34.5,30.6,9.7,9.7,61.0,15.8,Lagos
2019-02-03,30.6,25.1,36.7,30.5,2.6,2.6,55.0,17.1,Lagos
2019-02-04,31.0,25.9,36.2,31.6,1.7,1.7,53.0,20.1,Lagos
2019-02-05,31.7,26.3,37.6,31.5,0.8,0.8,51.0,19.0,Lagos
2019-02-06,30.7,26.4,36.7,32.0,1.2,1.2,51.0,16.1,Lagos
2019-02-07,30.3,25.8,37.6,31.3,1.7,1.7,55.0,15.0,Lagos
2019-02-08,30.4,25.9,36.3,31.5,4.6,4.6,63.0,11.9,Lagos
2019-02-09,32.7,25.0,38.5,30.1,0.1,0.1,51.0,16.2,Lagos
2019-02-10,34.0,25.1,35.6,30.2,0.0,0.0,3.0,13.5,Lagos
2019-02-11,33.2,22.6,37.7,25.7,0.0,0.0,3.0,14.6,Lagos
2019-02-12,34.0,25.0,38.3,30.1,0.0,0.0,3.0,17.1,Lagos
2019-02-13,32.8,25.0,38.6,30.5,0.0,0.0,3.0,17.3,Lagos
2019-02-14,32.6,25.7,38.0,31.3,0.2,0.2,51.0,15.5,Lagos
2019-02-15,32.2,26.4,37.7,32.7,1.0,1.0,51.0,19.5,Lagos
2019-02-16,32.9,23.5,36.6,28.2,0.0,0.0,3.0,16.3,Lagos
2019-02-17,32.4,25.9,38.0,31.4,0.6,0.6,51.0,16.2,Lagos
2019-02-18,32.5,26.4,38.0,32.7,0.5,0.5,51.0,15.2,Lagos
2019-02-19,32.0,26.8,37.4,32.8,1.4,1.4,51.0,17.7,Lagos
2019-02-20,32.1,26.5,36.9,32.4,1.9,1.9,51.0,16.9,Lagos
2019-02-21,32.7,27.6,37.3,32.7,1.3,1.3,53.0,22.6,Lagos
2019-02-22,31.8,27.5,35.5,32.2,1.9,1.9,55.0,22.7,Lagos
2019-02-23,31.4,27.5,35.7,32.6,0.9,0.9,51.0,20.9,Lagos
2019-02-24,28.1,25.0,33.5,28.6,11.1,11.1,63.0,14.8,Lagos
2019-02-25,30.0,25.2,34.7,28.6,2.2,2.2,55.0,17.6,Lagos
2019-02-26,27.8,25.8,33.9,29.9,13.9,13.9,63.0,15.8,Lagos
2019-02-27,30.2,25.6,36.1,31.4,0.9,0.9,51.0,9.6,Lagos
2019-02-28,31.0,25.7,37.8,31.7,3.6,3.6,61.0,12.6,Lagos
2019-03-01,30.3,26.2,37.2,31.5,3.5,3.5,61.0,12.0,Lagos
2019-03-02,30.6,25.5,36.8,30.6,0.6,0.6,51.0,16.6,Lagos
2019-03-03,31.3,25.3,37.0,30.8,0.2,0.2,51.0,16.5,Lagos
2019-03-04,31.4,26.7,37.3,32.0,1.8,1.8,61.0,22.0,Lagos
2019-03-05,31.1,26.7,36.5,31.9,0.9,0.9,51.0,16.4,Lagos
2019-03-06,31.7,25.8,36.9,30.2,6.4,6.4,61.0,15.8,Lagos
2019-03-07,30.7,26.4,35.1,32.5,0.5,0.5,51.0,19.5,Lagos
2019-03-08,31.2,25.1,37.0,30.7,0.2,0.2,51.0,17.1,Lagos
2019-03-09,31.7,25.5,36.9,30.3,3.3,3.3,61.0,18.7,Lagos
2019-03-10,30.8,25.2,35.8,30.8,5.6,5.6,63.0,15.3,Lagos
2019-03-11,31.4,25.5,37.8,30.8,1.3,1.3,53.0,16.3,Lagos
2019-03-12,31.4,27.3,36.3,32.9,0.7,0.7,51.0,16.6,Lagos
2019-03-13,32.4,27.1,37.2,32.8,0.3,0.3,51.0,15.8,Lagos
2019-03-14,32.9,27.1,37.5,32.9,1.1,1.1,53.0,21.5,Lagos
2019-03-15,31.9,26.6,37.2,32.3,0.7,0.7,53.0,16.2,Lagos
2019-03-16,31.7,27.2,36.9,33.5,3.3,3.3,61.0,15.1,Lagos
2019-03-17,31.9,25.9,36.6,31.2,0.4,0.4,51.0,16.2,Lagos
2019-03-18,32.5,25.8,38.4,31.7,0.1,0.1,51.0,19.4,Lagos
2019-03-19,32.6,27.4,36.6,31.9,0.3,0.3,51.0,19.1,Lagos
2019-03-20,32.0,27.3,36.1,32.1,1.8,1.8,53.0,21.0,Lagos
2019-03-21,32.0,26.3,36.4,31.4,5.0,5.0,61.0,22.7,Lagos
2019-03-22,29.7,24.9,35.2,30.2,3.8,3.8,61.0,20.0,Lagos
2019-03-23,31.8,26.8,37.5,32.6,1.2,1.2,53.0,18.7,Lagos
2019-03-24,31.0,27.5,35.5,32.1,1.1,1.1,51.0,20.9,Lagos
2019-03-25,31.2,26.6,35.8,30.8,1.6,1.6,51.0,19.0,Lagos
2019-03-26,31.4,25.6,37.8,31.1,0.0,0.0,2.0,14.6,Lagos
2019-03-27,31.9,27.3,37.9,32.8,0.7,0.7,51.0,13.0,Lagos
2019-03-28,32.1,27.3,37.6,33.1,0.8,0.8,51.0,17.2,Lagos
2019-03-29,31.6,27.7,36.5,33.0,2.1,2.1,53.0,18.0,Lagos
2019-03-30,31.9,27.6,36.6,32.0,2.4,2.4,61.0,18.8,Lagos
2019-03-31,31.4,26.6,36.8,32.7,1.6,1.6,53.0,17.9,Lagos
2019-04-01,33.0,26.4,38.7,32.9,0.0,0.0,3.0,20.0,Lagos
2019-04-02,32.3,27.5,37.6,33.2,0.3,0.3,51.0,20.0,Lagos
2019-04-03,32.9,27.8,38.1,33.5,0.3,0.3,51.0,17.0,Lagos
2019-04-04,32.7,28.1,37.9,31.6,1.5,1.5,53.0,25.1,Lagos
2019-04-05,31.7,27.1,35.9,31.5,3.7,3.7,61.0,21.4,Lagos
2019-04-06,32.2,27.6,36.4,32.4,0.8,0.8,51.0,21.8,Lagos
2019-04-07,30.4,25.7,35.7,30.6,14.0,14.0,63.0,17.1,Lagos
2019-04-08,31.7,26.0,35.7,30.6,1.4,1.4,53.0,20.5,Lagos
2019-04-09,31.8,27.4,36.3,33.2,0.0,0.0,3.0,18.2,Lagos
2019-04-10,31.8,27.0,36.4,31.2,4.5,4.5,61.0,19.9,Lagos
2019-04-11,29.7,25.0,33.9,29.9,13.6,13.6,65.0,16.4,Lagos
2019-04-12,30.9,26.0,34.9,31.7,0.8,0.8,51.0,19.9,Lagos
2019-04-13,31.2,24.5,35.1,28.9,1.2,1.2,51.0,16.1,Lagos
2019-04-14,29.5,26.1,35.6,31.8,2.3,2.3,55.0,13.1,Lagos
2019-04-15,30.5,24.8,35.0,30.5,0.0,0.0,3.0,12.5,Lagos
2019-04-16,30.9,26.4,36.7,31.4,0.0,0.0,3.0,13.8,Lagos
2019-04-17,31.8,25.7,38.0,31.2,0.6,0.6,51.0,14.3,Lagos
2019-04-18,32.1,27.3,37.6,32.7,0.7,0.7,51.0,17.4,Lagos
2019-04-19,31.9,27.8,37.0,32.3,0.8,0.8,51.0,16.6,Lagos
2019-04-20,32.4,27.5,36.6,33.1,0.2,0.2,51.0,18.5,Lagos
2019-04-21,32.7,27.1,37.4,32.7,0.8,0.8,51.0,17.6,Lagos
2019-04-22,32.2,27.6,36.4,32.5,1.0,1.0,51.0,18.7,Lagos
2019-04-23,30.6,26.0,35.9,31.2,11.5,11.5,63.0,17.2,Lagos
2019-04-24,31.1,25.9,36.7,31.0,3.3,3.3,53.0,14.5,Lagos
2019-04-25,31.2,25.4,36.4,31.1,7.5,7.5,63.0,15.7,Lagos
2019-04-26,30.7,27.1,34.9,32.6,1.4,1.4,51.0,16.9,Lagos
2019-04-27,31.3,27.0,36.2,32.5,2.4,2.4,53.0,17.2,Lagos
2019-04-28,31.8,26.9,37.4,32.7,1.0,1.0,51.0,18.0,Lagos
2019-04-29,31.1,27.8,35.9,31.9,3.8,3.8,61.0,20.4,Lagos
2019-04-30,31.4,26.2,35.4,30.8,4.3,4.3,55.0,20.1,Lagos
2019-05-01,31.2,25.7,36.1,31.7,3.3,3.3,61.0,19.4,Lagos
2019-05-02,30.8,26.0,35.4,31.5,5.2,5.2,61.0,18.6,Lagos
2019-05-03,29.3,26.1,34.8,32.1,4.6,4.6,61.0,15.6,Lagos
2019-05-04,29.6,25.0,34.5,29.9,0.8,0.8,51.0,15.7,Lagos
2019-05-05,32.1,25.2,38.3,30.1,0.5,0.5,53.0,18.6,Lagos
2019-05-06,32.6,27.2,36.6,32.9,0.3,0.3,51.0,18.3,Lagos
2019-05-07,31.6,27.7,35.7,33.2,1.6,1.6,53.0,17.1,Lagos
2019-05-08,32.6,26.9,37.3,33.3,0.2,0.2,51.0,17.4,Lagos
2019-05-09,32.4,27.6,36.9,32.8,0.1,0.1,51.0,17.1,Lagos
2019-05-10,31.1,26.7,36.0,32.9,0.5,0.5,51.0,12.8,Lagos
2019-05-11,30.3,26.3,35.4,32.7,1.2,1.2,51.0,16.1,Lagos
2019-05-12,32.0,24.9,38.2,30.4,0.0,0.0,3.0,14.1,Lagos
2019-05-13,31.4,26.4,36.6,32.4,0.5,0.5,51.0,13.0,Lagos
2019-05-14,30.6,25.9,36.9,32.0,1.5,1.5,51.0,13.3,Lagos
2019-05-15,29.7,25.5,34.5,30.3,14.8,14.8,63.0,13.5,Lagos
2019-05-16,30.0,24.3,35.4,28.3,0.2,0.2,51.0,15.4,Lagos
2019-05-17,30.5,26.0,35.0,31.8,0.0,0.0,3.0,13.4,Lagos
2019-05-18,31.1,25.6,37.6,30.6,0.3,0.3,51.0,16.0,Lagos
2019-05-19,31.4,27.2,37.1,32.2,0.0,0.0,3.0,15.7,Lagos
2019-05-20,28.5,25.1,33.8,30.2,6.0,6.0,61.0,14.0,Lagos
2019-05-21,28.4,25.1,34.0,30.5,1.2,1.2,51.0,12.0,Lagos
2019-05-22,29.1,25.2,35.5,30.5,1.4,1.4,53.0,10.2,Lagos
2019-05-23,30.6,25.0,37.2,30.4,1.3,1.3,53.0,17.7,Lagos
2019-05-24,29.1,25.5,34.4,30.7,5.4,5.4,61.0,12.8,Lagos
2019-05-25,29.5,24.8,35.0,30.2,2.5,2.5,61.0,15.5,Lagos
2019-05-26,29.1,26.2,33.9,31.5,5.4,5.4,63.0,13.8,Lagos
2019-05-27,29.7,24.5,34.0,29.6,10.3,10.3,63.0,18.4,Lagos
2019-05-28,29.5,25.5,35.2,30.5,1.9,1.9,53.0,19.6,Lagos
2019-05-29,29.5,25.8,34.9,30.2,2.7,2.7,53.0,23.9,Lagos
2019-05-30,27.8,24.7,32.2,29.5,13.8,13.8,63.0,14.2,Lagos
2019-05-31,26.2,24.2,31.1,29.0,64.9,64.9,65.0,11.5,Lagos
2019-06-01,28.6,24.4,32.7,29.1,13.3,13.3,63.0,17.5,Lagos
2019-06-02,29.2,24.9,32.9,29.5,1.9,1.9,53.0,15.0,Lagos
2019-06-03,30.0,24.8,34.6,29.7,1.4,1.4,51.0,16.4,Lagos
2019-06-04,28.6,25.4,34.5,30.5,5.5,5.5,61.0,17.6,Lagos
2019-06-05,29.1,25.4,33.7,29.7,2.4,2.4,53.0,23.7,Lagos
2019-06-06,28.2,25.4,31.7,28.2,3.6,3.6,55.0,22.2,Lagos
2019-06-07,28.2,24.6,32.9,28.8,9.0,9.0,61.0,19.6,Lagos
2019-06-08,28.9,24.8,33.9,29.5,2.2,2.2,53.0,17.9,Lagos
2019-06-09,27.5,24.9,31.9,29.0,2.8,2.8,51.0,18.0,Lagos
2019-06-10,27.4,24.9,31.3,29.4,10.8,10.8,63.0,17.2,Lagos
2019-06-11,28.4,24.4,33.4,28.8,5.1,5.1,61.0,18.7,Lagos
2019-06-12,28.9,25.0,33.2,29.8,0.9,0.9,51.0,19.6,Lagos
2019-06-13,28.7,24.7,32.8,29.6,5.5,5.5,63.0,16.8,Lagos
2019-06-14,28.0,25.0,32.9,29.6,8.5,8.5,61.0,17.4,Lagos
2019-06-15,26.1,24.4,31.0,29.2,16.4,16.4,63.0,12.9,Lagos
2019-06-16,29.2,23.9,35.8,28.7,1.1,1.1,51.0,18.0,Lagos
2019-06-17,29.1,24.7,34.2,29.4,1.2,1.2,51.0,18.2,Lagos
2019-06-18,28.7,25.2,34.2,30.5,1.7,1.7,51.0,17.1,Lagos
2019-06-19,29.4,24.8,35.5,29.9,1.1,1.1,51.0,21.1,Lagos
2019-06-20,27.5,25.7,32.6,29.6,3.2,3.2,53.0,18.8,Lagos
2019-06-21,27.9,24.9,32.8,29.8,5.8,5.8,63.0,18.2,Lagos
2019-06-22,28.0,25.0,33.1,29.5,2.3,2.3,51.0,16.9,Lagos
2019-06-23,28.0,24.8,32.4,29.4,3.6,3.6,55.0,21.6,Lagos
2019-06-24,27.2,24.3,30.8,28.8,4.2,4.2,55.0,19.2,Lagos
2019-06-25,26.8,23.9,30.9,28.9,6.9,6.9,61.0,16.4,Lagos
2019-06-26,27.1,24.3,33.7,28.6,9.2,9.2,61.0,13.5,Lagos
2019-06-27,27.8,24.0,33.3,28.7,3.0,3.0,53.0,14.2,Lagos
2019-06-28,26.2,23.9,31.0,28.4,9.1,9.1,63.0,13.2,Lagos
2019-06-29,27.8,24.2,33.8,29.1,1.2,1.2,51.0,16.6,Lagos
2019-06-30,28.1,24.5,32.9,28.9,2.4,2.4,53.0,15.7,Lagos
2019-07-01,27.8,24.6,32.9,29.0,2.2,2.2,51.0,19.6,Lagos
2019-07-02,28.0,24.9,31.4,29.9,0.6,0.6,51.0,19.9,Lagos
2019-07-03,27.8,25.2,33.2,29.4,2.5,2.5,53.0,16.2,Lagos
2019-07-04,27.4,24.7,30.9,28.8,6.3,6.3,61.0,18.9,Lagos
2019-07-05,27.1,25.0,33.1,28.9,4.5,4.5,53.0,15.8,Lagos
2019-07-06,28.9,24.0,34.1,28.2,2.9,2.9,53.0,16.7,Lagos
2019-07-07,28.2,24.9,31.4,27.9,2.1,2.1,53.0,26.6,Lagos
2019-07-08,27.9,24.2,31.1,27.0,3.8,3.8,53.0,25.0,Lagos
2019-07-09,27.2,24.5,30.9,28.3,1.6,1.6,53.0,18.1,Lagos
2019-07-10,28.0,24.5,32.2,28.5,2.0,2.0,53.0,18.2,Lagos
2019-07-11,27.4,24.5,31.5,28.8,9.1,9.1,61.0,15.3,Lagos
2019-07-12,25.0,22.7,29.3,26.6,40.6,40.6,63.0,14.0,Lagos
2019-07-13,27.0,23.1,31.7,27.4,1.2,1.2,51.0,17.2,Lagos
2019-07-14,28.5,23.2,32.9,27.0,2.3,2.3,53.0,16.8,Lagos
2019-07-15,26.7,24.1,30.4,27.9,8.9,8.9,55.0,17.4,Lagos
2019-07-16,26.5,23.5,30.7,27.9,6.8,6.8,61.0,15.7,Lagos
2019-07-17,28.8,23.0,34.1,27.2,1.2,1.2,53.0,17.3,Lagos
2019-07-18,27.3,24.7,30.3,28.1,1.1,1.1,53.0,20.9,Lagos
2019-07-19,27.4,24.5,31.2,28.3,3.6,3.6,53.0,20.4,Lagos
2019-07-20,26.5,23.7,30.7,27.4,11.0,11.0,61.0,18.3,Lagos
2019-07-21,27.6,23.6,31.4,27.4,2.3,2.3,55.0,19.2,Lagos
2019-07-22,28.3,23.9,33.2,27.8,1.5,1.5,51.0,18.9,Lagos
2019-07-23,26.2,23.9,30.2,27.8,2.0,2.0,51.0,15.9,Lagos
2019-07-24,27.5,23.9,32.9,27.9,1.5,1.5,51.0,15.1,Lagos
2019-07-25,28.0,24.3,33.4,28.3,3.4,3.4,55.0,15.8,Lagos
2019-07-26,26.6,24.3,30.2,28.5,8.7,8.7,63.0,17.4,Lagos
2019-07-27,26.9,24.1,30.3,27.9,7.6,7.6,61.0,20.5,Lagos
2019-07-28,26.7,24.2,30.2,27.3,4.1,4.1,55.0,20.4,Lagos
2019-07-29,26.5,24.4,30.3,27.9,2.5,2.5,51.0,16.6,Lagos
2019-07-30,27.0,24.0,31.1,27.5,1.2,1.2,51.0,19.8,Lagos
2019-07-31,27.5,23.9,32.6,27.6,1.2,1.2,51.0,19.4,Lagos
2019-08-01,27.7,24.1,30.6,27.4,1.7,1.7,51.0,21.8,Lagos
2019-08-02,27.1,23.9,30.4,27.2,0.6,0.6,51.0,21.1,Lagos
2019-08-03,26.7,24.2,28.9,27.2,1.2,1.2,51.0,21.4,Lagos
2019-08-04,27.2,23.5,30.8,27.7,1.9,1.9,53.0,19.4,Lagos
2019-08-05,27.5,23.9,30.3,27.4,0.8,0.8,51.0,18.6,Lagos
2019-08-06,27.4,24.1,31.2,27.3,0.7,0.7,51.0,19.0,Lagos
2019-08-07,27.8,23.3,32.5,27.3,0.7,0.7,51.0,19.9,Lagos
2019-08-08,27.0,24.2,29.4,27.4,1.2,1.2,51.0,20.6,Lagos
2019-08-09,27.3,23.8,30.9,26.7,2.1,2.1,51.0,20.6,Lagos
2019-08-10,27.5,24.3,31.2,27.9,1.6,1.6,51.0,20.8,Lagos
2019-08-11,28.0,23.8,32.1,27.4,0.9,0.9,51.0,23.3,Lagos
2019-08-12,27.4,24.3,30.7,27.3,1.5,1.5,53.0,21.2,Lagos
2019-08-13,27.7,24.4,31.3,27.3,1.8,1.8,53.0,19.1,Lagos
2019-08-14,27.8,24.1,31.1,27.8,3.2,3.2,51.0,20.1,Lagos
2019-08-15,27.6,24.0,31.1,28.5,3.4,3.4,53.0,19.8,Lagos
2019-08-16,28.0,24.3,31.6,28.2,1.0,1.0,51.0,21.4,Lagos
2019-08-17,28.1,24.3,31.9,28.2,2.7,2.7,53.0,19.4,Lagos
2019-08-18,28.1,24.2,32.2,28.1,1.1,1.1,51.0,20.9,Lagos
2019-08-19,27.2,24.6,30.7,28.0,1.6,1.6,51.0,21.7,Lagos
2019-08-20,27.7,24.3,31.7,27.9,1.2,1.2,51.0,18.8,Lagos
2019-08-21,27.2,24.4,30.7,28.4,1.6,1.6,51.0,17.3,Lagos
2019-08-22,27.7,24.2,31.6,27.9,1.8,1.8,53.0,22.9,Lagos
2019-08-23,27.0,24.1,29.4,27.4,7.0,7.0,61.0,23.2,Lagos
2019-08-24,27.1,24.6,29.5,28.0,1.8,1.8,53.0,18.9,Lagos
2019-08-25,28.0,23.4,32.5,27.1,6.4,6.4,61.0,17.3,Lagos
2019-08-26,26.9,24.3,31.7,28.3,6.1,6.1,61.0,19.1,Lagos
2019-08-27,27.6,23.8,31.8,28.1,1.6,1.6,51.0,18.1,Lagos
2019-08-28,27.3,23.5,31.7,28.1,3.4,3.4,53.0,16.8,Lagos
2019-08-29,28.8,23.3,34.4,28.0,1.3,1.3,53.0,17.0,Lagos
2019-08-30,28.6,24.0,33.2,28.2,1.6,1.6,53.0,13.7,Lagos
2019-08-31,28.0,22.9,33.0,26.9,9.2,9.2,61.0,21.6,Lagos
2019-09-01,27.2,24.1,29.8,27.7,8.8,8.8,61.0,21.7,Lagos
2019-09-02,27.4,23.9,31.9,27.4,9.2,9.2,61.0,18.4,Lagos
2019-09-03,27.4,23.7,31.1,28.2,2.1,2.1,51.0,14.6,Lagos
2019-09-04,26.2,23.7,31.0,27.5,15.7,15.7,63.0,17.8,Lagos
2019-09-05,27.6,24.5,32.5,28.6,1.5,1.5,51.0,17.1,Lagos
2019-09-06,26.5,24.0,30.7,28.4,12.8,12.8,63.0,18.9,Lagos
2019-09-07,27.5,23.5,31.8,28.5,2.3,2.3,53.0,16.3,Lagos
2019-09-08,27.4,23.9,32.6,28.5,3.2,3.2,53.0,16.3,Lagos
2019-09-09,27.1,24.0,30.6,28.3,9.5,9.5,61.0,16.6,Lagos
2019-09-10,27.0,23.9,30.4,27.9,10.9,10.9,61.0,19.9,Lagos
2019-09-11,26.2,23.7,30.5,27.9,14.3,14.3,63.0,11.8,Lagos
2019-09-12,27.3,24.0,32.1,27.6,3.9,3.9,53.0,17.9,Lagos
2019-09-13,27.7,23.9,33.7,28.9,0.9,0.9,51.0,17.6,Lagos
2019-09-14,27.9,24.4,32.8,29.2,2.4,2.4,51.0,17.8,Lagos
2019-09-15,28.0,24.2,32.6,29.0,2.8,2.8,53.0,17.3,Lagos
2019-09-16,28.5,24.7,34.2,29.3,1.8,1.8,53.0,16.3,Lagos
2019-09-17,27.6,24.6,32.2,28.8,5.9,5.9,61.0,16.3,Lagos
2019-09-18,27.3,23.3,32.9,27.4,27.7,27.7,63.0,15.5,Lagos
2019-09-19,26.0,23.6,30.9,27.9,75.8,75.8,65.0,11.5,Lagos
2019-09-20,28.1,24.4,34.8,29.7,3.6,3.6,53.0,15.2,Lagos
2019-09-21,28.8,23.3,34.8,27.7,0.4,0.4,51.0,16.3,Lagos
2019-09-22,28.0,24.8,32.9,29.3,2.1,2.1,53.0,18.4,Lagos
2019-09-23,28.9,24.2,34.5,29.0,1.4,1.4,53.0,15.7,Lagos
2019-09-24,29.1,23.9,34.4,28.3,1.2,1.2,53.0,15.5,Lagos
2019-09-25,29.2,24.9,33.7,29.7,1.2,1.2,51.0,21.2,Lagos
2019-09-26,28.9,24.9,34.6,29.9,1.5,1.5,53.0,18.3,Lagos
2019-09-27,28.7,24.4,33.9,29.2,7.7,7.7,63.0,15.8,Lagos
2019-09-28,26.9,24.0,31.3,28.6,4.7,4.7,53.0,15.8,Lagos
2019-09-29,28.4,23.8,33.0,27.9,10.2,10.2,63.0,16.2,Lagos
2019-09-30,27.6,25.0,32.7,28.5,8.1,8.1,61.0,18.5,Lagos
2019-10-01,26.9,23.5,32.4,28.1,23.8,23.8,63.0,11.2,Lagos
2019-10-02,27.2,23.4,32.0,27.8,6.3,6.3,55.0,19.7,Lagos
2019-10-03,28.5,23.1,34.8,27.0,2.0,2.0,53.0,13.8,Lagos
2019-10-04,26.1,23.5,32.6,27.6,19.9,19.9,63.0,10.2,Lagos
2019-10-05,25.6,23.7,29.1,27.3,43.7,43.7,63.0,17.9,Lagos
2019-10-06,28.2,23.0,34.9,27.3,14.3,14.3,63.0,11.2,Lagos
2019-10-07,27.5,24.3,31.7,28.0,7.3,7.3,55.0,18.4,Lagos
2019-10-08,26.6,24.2,30.6,27.7,10.5,10.5,61.0,17.7,Lagos
2019-10-09,27.7,24.4,31.3,28.3,12.7,12.7,63.0,18.6,Lagos
2019-10-10,27.8,24.3,32.2,28.4,2.3,2.3,51.0,17.1,Lagos
2019-10-11,27.2,23.9,32.6,28.7,8.5,8.5,61.0,15.0,Lagos
2019-10-12,25.8,22.6,30.5,26.9,33.2,33.2,63.0,12.6,Lagos
2019-10-13,29.2,22.5,35.7,26.7,4.9,4.9,63.0,12.0,Lagos
2019-10-14,30.0,24.2,35.4,28.7,2.9,2.9,55.0,16.7,Lagos
2019-10-15,28.0,24.2,32.3,28.7,7.0,7.0,63.0,14.5,Lagos
2019-10-16,28.9,24.5,34.4,29.6,4.7,4.7,61.0,16.5,Lagos
2019-10-17,28.4,23.9,34.0,28.5,13.3,13.3,63.0,15.6,Lagos
2019-10-18,28.1,23.8,34.4,28.6,9.2,9.2,63.0,12.6,Lagos
2019-10-19,26.5,23.4,31.2,27.8,24.7,24.7,63.0,19.5,Lagos
2019-10-20,27.1,24.2,31.6,28.0,23.7,23.7,63.0,17.8,Lagos
2019-10-21,28.4,23.6,36.0,28.6,1.3,1.3,51.0,12.8,Lagos
2019-10-22,29.2,24.2,36.2,28.8,10.5,10.5,63.0,13.2,Lagos
2019-10-23,28.1,24.2,32.9,29.3,5.9,5.9,63.0,14.0,Lagos
2019-10-24,28.3,24.4,35.4,29.3,13.9,13.9,63.0,9.3,Lagos
2019-10-25,28.7,23.6,35.4,28.4,15.2,15.2,65.0,10.6,Lagos
2019-10-26,27.8,23.5,33.5,28.4,10.3,10.3,63.0,13.2,Lagos
2019-10-27,27.0,24.1,31.9,29.1,9.6,9.6,61.0,10.6,Lagos
2019-10-28,27.4,23.4,32.5,27.5,10.8,10.8,63.0,8.4,Lagos
2019-10-29,27.6,23.5,32.8,28.1,3.1,3.1,61.0,12.0,Lagos
2019-10-30,27.7,24.4,33.0,29.0,2.4,2.4,53.0,14.5,Lagos
2019-10-31,29.1,24.2,36.8,29.0,0.6,0.6,51.0,9.0,Lagos
2019-11-01,30.0,24.3,38.3,29.2,0.2,0.2,51.0,12.3,Lagos
2019-11-02,29.1,25.2,36.3,30.4,2.8,2.8,53.0,10.8,Lagos
2019-11-03,27.7,24.4,34.1,29.0,8.1,8.1,63.0,9.0,Lagos
2019-11-04,30.0,23.4,37.5,27.6,0.8,0.8,51.0,12.8,Lagos
2019-11-05,28.7,24.6,35.8,30.2,3.0,3.0,55.0,12.8,Lagos
2019-11-06,29.6,24.5,36.3,29.6,2.0,2.0,53.0,12.5,Lagos
2019-11-07,29.1,25.0,36.1,30.6,1.1,1.1,51.0,12.2,Lagos
