time,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,weathercode,windspeed_10m_max,city
2023-07-14,28.1,23.7,33.0,28.5,5.0,5.0,61.0,15.1,Lagos
2023-07-15,28.9,24.2,34.8,29.3,1.5,1.5,51.0,18.2,Lagos
2023-07-16,29.0,23.7,34.3,28.2,12.1,12.1,63.0,15.5,Lagos
2023-07-17,28.8,24.4,34.0,29.1,4.6,4.6,63.0,16.7,Lagos
2023-07-18,28.1,24.5,33.6,28.9,8.5,8.5,63.0,19.8,Lagos
2023-07-19,28.9,24.9,32.8,28.9,1.4,1.4,53.0,22.0,Lagos
2023-07-20,28.6,25.4,32.4,29.3,4.5,4.5,61.0,21.6,Lagos
2023-07-21,28.2,24.8,32.3,29.0,9.9,9.9,63.0,17.9,Lagos
2023-07-22,26.6,24.1,30.3,28.1,18.6,18.6,65.0,16.2,Lagos
2023-07-23,25.5,23.5,29.6,27.2,41.3,41.3,65.0,18.5,Lagos
2023-07-24,27.8,23.9,32.0,28.3,17.6,17.6,63.0,16.1,Lagos
2023-07-25,28.3,23.6,33.1,28.6,0.6,0.6,51.0,18.4,Lagos
2023-07-26,28.2,24.7,32.1,28.7,0.9,0.9,51.0,19.2,Lagos
2023-07-27,28.4,24.9,33.4,29.1,2.1,2.1,55.0,20.7,Lagos
2023-07-28,27.3,24.5,30.6,28.3,5.4,5.4,61.0,21.0,Lagos
2023-07-29,27.2,24.3,30.8,28.1,11.1,11.1,63.0,16.5,Lagos
2023-07-30,28.2,24.3,33.1,28.8,4.7,4.7,55.0,19.4,Lagos
2023-07-31,27.4,24.2,31.0,28.0,9.7,9.7,63.0,21.2,Lagos
2023-08-01,26.9,24.3,30.3,26.8,15.5,15.5,63.0,24.2,Lagos
2023-08-02,27.4,24.6,30.2,27.7,3.3,3.3,53.0,21.7,Lagos
2023-08-03,27.8,24.5,31.4,28.2,1.3,1.3,51.0,18.4,Lagos
2023-08-04,27.7,24.4,31.7,28.4,1.2,1.2,51.0,18.7,Lagos
2023-08-05,27.9,24.1,31.9,28.1,2.0,2.0,51.0,20.4,Lagos
2023-08-06,28.1,24.6,31.8,28.7,1.4,1.4,51.0,20.9,Lagos
2023-08-07,28.1,24.2,32.2,28.3,0.7,0.7,51.0,20.1,Lagos
2023-08-08,28.0,23.3,30.8,26.4,10.4,10.4,63.0,23.4,Lagos
2023-08-09,27.2,24.0,30.0,27.3,6.2,6.2,61.0,21.1,Lagos
2023-08-10,27.7,24.3,30.6,28.0,2.5,2.5,51.0,20.2,Lagos
2023-08-11,27.1,24.5,31.0,28.8,0.9,0.9,53.0,16.3,Lagos
2023-08-12,27.7,24.4,32.2,28.0,2.0,2.0,51.0,22.5,Lagos
2023-08-13,27.8,24.3,30.0,28.2,1.4,1.4,53.0,24.3,Lagos
2023-08-14,27.3,24.1,30.5,27.8,16.1,16.1,63.0,16.4,Lagos
2023-08-15,27.6,23.6,32.3,28.6,6.6,6.6,61.0,13.5,Lagos
2023-08-16,29.3,23.9,35.5,28.5,5.0,5.0,63.0,13.2,Lagos
2023-08-17,28.1,23.8,33.6,27.8,24.7,24.7,65.0,15.7,Lagos
2023-08-18,27.1,24.2,31.3,27.8,7.9,7.9,61.0,23.9,Lagos
2023-08-19,27.4,23.5,32.2,27.6,6.1,6.1,61.0,17.3,Lagos
2023-08-20,27.8,23.0,31.5,27.6,1.8,1.8,51.0,17.6,Lagos
2023-08-21,28.5,23.9,33.3,28.9,0.6,0.6,51.0,16.1,Lagos
2023-08-22,28.5,24.5,33.0,28.7,0.9,0.9,51.0,17.8,Lagos
2023-08-23,27.9,25.1,32.4,29.1,6.1,6.1,63.0,21.2,Lagos
2023-08-24,28.8,24.4,34.1,29.8,3.5,3.5,53.0,17.6,Lagos
2023-08-25,28.6,24.4,33.1,29.2,1.1,1.1,51.0,17.9,Lagos
2023-08-26,28.2,24.8,32.1,28.8,1.7,1.7,51.0,20.5,Lagos
2023-08-27,27.6,24.7,31.3,29.4,7.0,7.0,61.0,17.6,Lagos
2023-08-28,28.0,23.9,33.1,29.0,7.3,7.3,61.0,15.7,Lagos
2023-08-29,28.8,24.3,33.9,29.1,1.0,1.0,51.0,20.5,Lagos
2023-08-30,28.3,24.1,33.1,28.6,18.9,18.9,63.0,16.6,Lagos
2023-08-31,28.3,24.2,33.0,28.5,1.9,1.9,51.0,18.8,Lagos
2023-09-01,28.3,24.5,33.1,28.9,4.9,4.9,61.0,17.9,Lagos
2023-09-02,27.8,24.1,31.5,27.6,10.7,10.7,63.0,18.7,Lagos
2023-09-03,25.9,23.5,29.2,27.5,12.3,12.3,61.0,16.4,Lagos
2023-09-04,27.9,23.2,32.4,27.5,5.0,5.0,61.0,14.0,Lagos
2023-09-05,26.9,23.8,30.2,28.4,11.7,11.7,63.0,19.8,Lagos
2023-09-06,28.3,23.4,33.4,28.2,1.7,1.7,53.0,16.6,Lagos
2023-09-07,28.9,24.6,34.7,28.8,0.8,0.8,51.0,16.6,Lagos
2023-09-08,28.0,24.9,32.8,28.9,11.6,11.6,63.0,18.1,Lagos
2023-09-09,27.3,24.4,30.3,28.2,21.1,21.1,63.0,16.3,Lagos
2023-09-10,28.8,24.0,33.9,28.9,1.1,1.1,53.0,18.2,Lagos
2023-09-11,28.6,24.6,33.2,29.0,1.3,1.3,51.0,20.8,Lagos
2023-09-12,27.8,24.1,30.3,27.9,5.2,5.2,61.0,24.2,Lagos
2023-09-13,28.3,24.0,33.1,28.8,16.7,16.7,63.0,15.4,Lagos
2023-09-14,28.5,23.9,33.8,27.9,5.8,5.8,61.0,16.7,Lagos
2023-09-15,28.4,24.4,32.8,28.2,7.2,7.2,63.0,22.3,Lagos
2023-09-16,26.8,23.0,31.5,27.4,45.2,45.2,65.0,14.1,Lagos
2023-09-17,27.2,24.4,30.8,28.7,2.8,2.8,53.0,18.0,Lagos
2023-09-18,28.9,23.7,33.8,28.8,3.9,3.9,53.0,16.0,Lagos
2023-09-19,28.8,23.9,35.1,28.6,8.6,8.6,63.0,14.7,Lagos
2023-09-20,29.0,23.5,36.1,27.8,0.7,0.7,51.0,16.7,Lagos
2023-09-21,29.0,25.1,34.9,30.3,0.6,0.6,51.0,16.7,Lagos
2023-09-22,28.7,24.2,33.8,28.3,6.8,6.8,63.0,11.2,Lagos
2023-09-23,28.7,23.0,33.7,27.8,3.0,3.0,53.0,12.8,Lagos
2023-09-24,25.6,23.7,30.6,27.9,43.8,43.8,63.0,12.6,Lagos
2023-09-25,28.9,23.7,34.6,28.8,1.9,1.9,53.0,14.6,Lagos
2023-09-26,29.1,24.4,34.1,29.2,1.3,1.3,51.0,15.9,Lagos
2023-09-27,29.8,25.0,35.7,30.2,0.2,0.2,51.0,18.5,Lagos
2023-09-28,29.2,25.6,33.9,30.6,0.9,0.9,51.0,18.9,Lagos
2023-09-29,28.1,25.3,33.4,29.6,14.5,14.5,63.0,11.6,Lagos
2023-09-30,28.8,24.5,35.6,29.6,3.1,3.1,55.0,14.0,Lagos
2023-10-01,29.3,24.9,35.6,28.8,3.0,3.0,61.0,21.1,Lagos
2023-10-02,28.9,24.7,34.1,29.0,1.6,1.6,53.0,18.8,Lagos
2023-10-03,29.3,24.5,35.3,29.6,3.8,3.8,55.0,14.8,Lagos
2023-10-04,29.6,24.9,36.6,30.1,6.0,6.0,61.0,16.1,Lagos
2023-10-05,29.1,24.7,36.1,29.4,18.7,18.7,65.0,9.5,Lagos
2023-10-06,29.3,24.4,35.9,30.0,4.3,4.3,61.0,12.0,Lagos
2023-10-07,26.9,24.8,32.8,29.5,16.9,16.9,61.0,15.5,Lagos
2023-10-08,29.4,24.1,35.8,29.2,14.3,14.3,65.0,11.6,Lagos
2023-10-09,29.1,24.1,35.1,28.9,4.9,4.9,61.0,12.8,Lagos
2023-10-10,29.9,24.3,36.6,29.4,0.1,0.1,51.0,12.6,Lagos
2023-10-11,29.3,24.5,34.0,29.9,1.8,1.8,53.0,15.9,Lagos
2023-10-12,28.5,24.4,34.4,29.2,25.7,25.7,65.0,11.8,Lagos
2023-10-13,31.1,24.0,38.0,28.5,1.9,1.9,53.0,17.2,Lagos
2023-10-14,30.0,25.5,36.8,31.3,1.3,1.3,53.0,11.3,Lagos
2023-10-15,29.6,25.1,35.2,30.8,4.5,4.5,63.0,15.1,Lagos
2023-10-16,28.5,24.4,33.7,29.5,9.0,9.0,63.0,17.7,Lagos
2023-10-17,27.8,24.5,32.6,29.5,9.4,9.4,63.0,11.1,Lagos
2023-10-18,29.8,22.8,36.9,27.4,0.0,0.0,3.0,15.7,Lagos
2023-10-19,29.5,25.2,34.9,30.9,10.0,10.0,63.0,16.3,Lagos
2023-10-20,30.0,24.6,36.3,30.2,2.0,2.0,53.0,15.8,Lagos
2023-10-21,30.1,24.8,37.1,30.3,2.2,2.2,55.0,15.1,Lagos
2023-10-22,29.7,25.3,36.0,30.7,2.7,2.7,55.0,11.6,Lagos
2023-10-23,29.4,25.6,34.0,31.0,5.9,5.9,63.0,12.2,Lagos
2023-10-24,30.0,24.9,36.5,30.4,1.2,1.2,51.0,16.3,Lagos
2023-10-25,29.7,25.5,34.6,31.2,6.2,6.2,63.0,16.6,Lagos
2023-10-26,30.1,25.9,36.1,31.7,4.3,4.3,63.0,16.1,Lagos
2023-10-27,29.8,25.6,35.4,31.3,0.3,0.3,51.0,14.5,Lagos
2023-10-28,30.4,24.6,37.5,30.3,2.0,2.0,53.0,12.2,Lagos
2023-10-29,31.2,25.2,37.9,30.8,0.3,0.3,51.0,9.9,Lagos
2023-10-30,30.5,26.0,37.2,32.0,3.8,3.8,53.0,17.1,Lagos
2023-10-31,28.9,23.9,34.7,28.0,0.0,0.0,3.0,12.3,Lagos
2023-11-01,30.8,25.4,36.5,31.3,0.2,0.2,51.0,11.2,Lagos
2023-11-02,30.8,24.5,36.5,29.9,2.2,2.2,53.0,15.9,Lagos
2023-11-03,30.7,25.7,36.7,31.5,0.5,0.5,51.0,16.4,Lagos
2023-11-04,29.9,24.1,35.7,27.8,9.3,9.3,63.0,13.9,Lagos
2023-11-05,29.7,25.6,35.8,31.4,5.3,5.3,63.0,10.8,Lagos
2023-11-06,30.2,24.6,38.1,30.5,8.7,8.7,63.0,7.2,Lagos
2023-11-07,29.4,25.8,35.9,31.4,2.8,2.8,53.0,11.3,Lagos
2023-11-08,30.1,25.1,36.1,30.7,4.2,4.2,61.0,14.2,Lagos
2023-11-09,29.8,25.0,34.8,30.3,0.5,0.5,51.0,13.2,Lagos
2023-11-10,30.8,25.8,37.6,31.6,0.5,0.5,51.0,16.4,Lagos
2023-11-11,30.6,25.8,36.2,31.1,3.6,3.6,61.0,14.8,Lagos
2023-11-12,30.1,25.7,36.2,31.2,1.5,1.5,51.0,15.3,Lagos
2023-11-13,30.8,25.4,37.8,31.4,1.8,1.8,53.0,13.6,Lagos
2023-11-14,31.6,25.1,39.2,31.3,1.1,1.1,53.0,14.5,Lagos
2023-11-15,30.7,24.9,36.8,29.3,4.9,4.9,61.0,14.5,Lagos
2023-11-16,31.2,24.9,36.8,29.5,0.1,0.1,51.0,15.1,Lagos
2023-11-17,30.9,24.7,38.0,30.1,1.9,1.9,55.0,14.3,Lagos
2023-11-18,30.7,25.6,37.3,31.5,3.3,3.3,63.0,12.9,Lagos
2023-11-19,30.8,25.0,37.3,30.7,0.0,0.0,3.0,15.0,Lagos
2023-11-20,30.5,25.2,37.3,30.9,0.6,0.6,51.0,16.6,Lagos
2023-11-21,32.0,24.8,38.0,30.2,0.0,0.0,3.0,17.0,Lagos
2023-11-22,30.7,24.9,35.6,30.2,1.8,1.8,53.0,19.6,Lagos
2023-11-23,30.4,26.3,35.9,30.5,0.8,0.8,51.0,15.6,Lagos
2023-11-24,30.4,26.1,35.7,30.5,9.4,9.4,63.0,15.2,Lagos
2023-11-25,28.5,25.3,33.0,31.1,12.1,12.1,63.0,14.6,Lagos
2023-11-26,28.2,24.4,34.5,29.3,16.3,16.3,61.0,9.7,Lagos
2023-11-27,29.8,22.6,35.7,26.9,0.0,0.0,3.0,12.6,Lagos
2023-11-28,30.0,23.7,35.9,28.7,3.9,3.9,63.0,16.2,Lagos
2023-11-29,29.9,24.8,35.4,30.6,0.9,0.9,51.0,14.4,Lagos
2023-11-30,30.5,24.9,36.9,30.6,0.8,0.8,53.0,14.3,Lagos
2023-12-01,30.7,25.1,37.2,30.7,1.9,1.9,55.0,15.3,Lagos
2023-12-02,31.1,25.1,36.7,30.8,0.5,0.5,51.0,14.2,Lagos
2023-12-03,30.8,24.9,37.4,30.7,0.0,0.0,3.0,18.5,Lagos
2023-12-04,31.0,24.7,37.2,30.1,0.0,0.0,2.0,12.3,Lagos
2023-12-05,31.3,24.3,37.4,29.9,2.7,2.7,55.0,14.9,Lagos
2023-12-06,28.8,25.2,34.9,30.8,2.9,2.9,55.0,14.3,Lagos
2023-12-07,30.3,24.8,36.4,30.8,0.5,0.5,51.0,14.0,Lagos
2023-12-08,31.4,25.5,37.1,31.5,0.3,0.3,51.0,16.5,Lagos
2023-12-09,31.2,24.8,37.7,30.5,0.0,0.0,3.0,16.7,Lagos
2023-12-10,31.2,24.7,37.7,30.3,3.9,3.9,63.0,14.3,Lagos
2023-12-11,31.5,25.2,37.7,30.3,0.0,0.0,1.0,17.1,Lagos
2023-12-12,31.1,24.4,34.1,28.6,1.2,1.2,53.0,11.2,Lagos
2023-12-13,30.2,21.8,32.1,24.2,0.0,0.0,3.0,10.2,Lagos
2023-12-14,30.9,21.5,34.1,24.2,0.0,0.0,0.0,11.5,Lagos
2023-12-15,32.1,22.0,34.8,25.0,0.0,0.0,3.0,10.8,Lagos
2023-12-16,31.4,21.2,35.9,24.3,0.0,0.0,2.0,11.9,Lagos
2023-12-17,32.0,23.0,37.0,27.4,0.0,0.0,2.0,14.2,Lagos
2023-12-18,33.0,22.9,36.2,27.4,0.0,0.0,3.0,13.8,Lagos
2023-12-19,31.9,23.7,37.9,29.0,0.0,0.0,3.0,15.6,Lagos
2023-12-20,33.7,24.3,38.6,29.2,0.0,0.0,3.0,15.8,Lagos
2023-12-21,32.6,22.9,35.6,27.3,0.0,0.0,3.0,11.0,Lagos
2023-12-22,33.3,22.6,36.9,25.1,0.0,0.0,3.0,11.5,Lagos
2023-12-23,33.0,22.6,37.4,26.7,0.0,0.0,3.0,15.1,Lagos
2023-12-24,33.3,23.7,38.1,28.8,0.0,0.0,3.0,17.0,Lagos
2023-12-25,32.9,22.9,36.6,27.6,0.0,0.0,3.0,14.1,Lagos
2023-12-26,32.7,24.4,37.8,29.6,0.0,0.0,3.0,17.0,Lagos
2023-12-27,32.3,24.1,36.4,29.1,0.0,0.0,3.0,14.6,Lagos
2023-12-28,32.4,24.1,36.7,29.3,0.0,0.0,3.0,17.3,Lagos
2023-12-29,33.0,23.6,36.8,28.5,0.0,0.0,3.0,15.2,Lagos
2023-12-30,32.2,24.6,37.5,29.8,0.0,0.0,3.0,15.9,Lagos
2023-12-31,32.3,24.9,38.0,30.2,0.0,0.0,3.0,16.7,Lagos
2024-01-01,32.1,24.7,38.0,30.4,1.9,1.9,53.0,17.7,Lagos
2024-01-02,33.1,24.5,38.4,30.1,0.2,0.2,51.0,19.2,Lagos
2024-01-03,31.0,25.6,36.1,31.7,0.1,0.1,51.0,20.5,Lagos
2024-01-04,31.6,24.9,38.2,30.8,0.1,0.1,51.0,16.9,Lagos
2024-01-05,31.0,25.3,36.8,31.3,1.0,1.0,51.0,16.8,Lagos
2024-01-06,31.8,25.5,36.8,31.8,2.3,2.3,53.0,15.9,Lagos
2024-01-07,31.8,25.1,37.3,31.1,0.5,0.5,53.0,15.5,Lagos
2024-01-08,31.7,24.9,37.2,30.7,1.0,1.0,55.0,16.2,Lagos
2024-01-09,31.1,24.9,36.5,30.9,0.7,0.7,53.0,18.1,Lagos
2024-01-10,31.0,25.1,37.2,30.7,2.2,2.2,53.0,18.3,Lagos
2024-01-11,33.3,24.6,38.1,30.0,0.0,0.0,3.0,19.4,Lagos
2024-01-12,32.8,24.7,37.7,30.3,0.4,0.4,51.0,17.6,Lagos
2024-01-13,32.4,25.6,37.6,31.1,0.0,0.0,3.0,18.1,Lagos
2024-01-14,31.8,24.5,37.4,30.1,0.3,0.3,51.0,18.9,Lagos
2024-01-15,32.4,24.8,36.9,29.9,0.0,0.0,3.0,20.5,Lagos
2024-01-16,32.9,24.0,37.4,28.6,0.0,0.0,3.0,17.0,Lagos
2024-01-17,34.1,24.5,36.1,29.5,0.0,0.0,3.0,18.7,Lagos
2024-01-18,33.0,23.5,37.3,27.9,0.0,0.0,0.0,16.5,Lagos
2024-01-19,32.2,24.4,37.4,29.5,0.0,0.0,3.0,15.9,Lagos
2024-01-20,34.4,24.0,38.2,29.0,0.0,0.0,0.0,18.4,Lagos
2024-01-21,33.1,23.8,38.3,28.9,0.0,0.0,3.0,18.3,Lagos
2024-01-22,32.9,24.7,38.2,30.2,0.0,0.0,1.0,17.7,Lagos
2024-01-23,32.9,25.2,37.0,30.8,0.0,0.0,3.0,17.3,Lagos
2024-01-24,31.5,25.3,37.3,30.9,2.2,2.2,61.0,14.8,Lagos
2024-01-25,34.0,25.3,34.6,30.7,0.0,0.0,1.0,13.6,Lagos
2024-01-26,32.4,23.4,33.5,24.8,0.0,0.0,3.0,14.9,Lagos
2024-01-27,32.8,21.4,33.4,22.6,0.0,0.0,1.0,11.6,Lagos
2024-01-28,32.7,21.3,33.2,22.8,0.0,0.0,0.0,12.8,Lagos
2024-01-29,33.0,22.1,35.3,25.1,0.0,0.0,3.0,15.7,Lagos
2024-01-30,33.4,23.7,37.7,28.4,0.0,0.0,3.0,18.0,Lagos
2024-01-31,32.6,24.6,38.1,30.1,0.0,0.0,3.0,17.9,Lagos
2024-02-01,32.4,25.7,38.7,31.6,0.0,0.0,3.0,17.9,Lagos
2024-02-02,34.2,25.7,38.6,31.2,0.0,0.0,3.0,17.8,Lagos
2024-02-03,33.6,23.5,34.3,27.9,0.0,0.0,3.0,11.8,Lagos
2024-02-04,34.1,22.1,34.1,24.3,0.0,0.0,3.0,14.9,Lagos
2024-02-05,33.6,21.4,34.4,22.8,0.0,0.0,3.0,13.0,Lagos
2024-02-06,33.4,21.1,33.7,22.3,0.0,0.0,3.0,14.5,Lagos
2024-02-07,33.7,20.1,33.6,21.7,0.0,0.0,3.0,14.8,Lagos
2024-02-08,34.0,19.5,35.5,21.2,0.0,0.0,3.0,15.5,Lagos
2024-02-09,32.4,24.2,38.6,29.1,0.0,0.0,3.0,17.7,Lagos
2024-02-10,32.9,25.1,37.8,30.4,0.0,0.0,3.0,20.0,Lagos
2024-02-11,32.4,25.8,37.8,31.5,0.0,0.0,3.0,18.6,Lagos
2024-02-12,33.6,25.8,40.4,31.6,0.0,0.0,2.0,20.7,Lagos
2024-02-13,33.4,27.2,39.7,32.4,0.2,0.2,51.0,21.4,Lagos
2024-02-14,33.6,27.2,39.6,32.6,0.5,0.5,51.0,21.1,Lagos
2024-02-15,33.3,26.8,39.5,32.1,1.3,1.3,53.0,21.4,Lagos
2024-02-16,32.9,25.7,39.1,31.8,0.0,0.0,3.0,19.8,Lagos
2024-02-17,32.5,26.1,38.2,32.6,0.4,0.4,51.0,17.9,Lagos
2024-02-18,32.6,26.3,39.3,32.8,2.0,2.0,53.0,14.8,Lagos
2024-02-19,32.6,26.8,38.8,33.7,2.2,2.2,55.0,16.8,Lagos
2024-02-20,31.7,25.3,37.4,31.0,20.6,20.6,65.0,19.1,Lagos
2024-02-21,32.6,27.3,38.4,31.4,4.7,4.7,61.0,20.4,Lagos
2024-02-22,32.3,24.8,38.8,29.6,3.9,3.9,63.0,18.7,Lagos
2024-02-23,30.7,27.0,36.6,32.3,0.5,0.5,51.0,15.0,Lagos
2024-02-24,32.3,26.8,35.8,32.1,0.0,0.0,3.0,11.7,Lagos
2024-02-25,32.5,25.7,38.4,32.0,0.0,0.0,3.0,16.0,Lagos
2024-02-26,32.0,26.4,37.5,32.5,3.9,3.9,61.0,14.9,Lagos
2024-02-27,32.5,26.4,38.2,33.0,0.8,0.8,53.0,18.6,Lagos
2024-02-28,32.5,27.0,37.8,33.4,0.1,0.1,51.0,19.1,Lagos
2024-02-29,32.6,27.9,37.2,32.5,0.1,0.1,51.0,24.2,Lagos
2024-03-01,31.7,27.4,37.0,32.2,0.8,0.8,51.0,20.1,Lagos
2024-03-02,32.5,27.0,37.2,31.5,7.4,7.4,61.0,19.2,Lagos
2024-03-03,31.9,26.2,37.0,30.6,11.0,11.0,63.0,16.3,Lagos
2024-03-04,32.6,26.2,37.6,32.2,0.0,0.0,3.0,19.8,Lagos
2024-03-05,32.6,26.2,37.6,31.6,2.9,2.9,61.0,18.2,Lagos
2024-03-06,32.3,27.7,36.7,32.4,0.5,0.5,51.0,20.7,Lagos
2024-03-07,32.3,26.0,36.9,30.0,11.6,11.6,63.0,22.0,Lagos
2024-03-08,32.0,27.5,36.3,32.5,0.3,0.3,51.0,21.7,Lagos
2024-03-09,30.4,25.5,34.8,31.2,2.8,2.8,61.0,14.0,Lagos
2024-03-10,32.1,24.9,37.8,30.4,0.0,0.0,3.0,15.9,Lagos
2024-03-11,32.7,27.7,37.9,32.9,0.0,0.0,3.0,20.8,Lagos
2024-03-12,32.5,27.5,37.5,33.2,0.2,0.2,51.0,20.0,Lagos
2024-03-13,32.3,27.7,37.0,33.2,1.0,1.0,53.0,19.7,Lagos
2024-03-14,32.3,26.0,37.4,28.1,6.9,6.9,63.0,25.3,Lagos
2024-03-15,34.5,25.3,42.1,31.1,0.0,0.0,3.0,18.5,Lagos
2024-03-16,32.4,26.9,38.0,33.4,0.0,0.0,3.0,18.6,Lagos
2024-03-17,32.6,27.5,38.4,33.4,0.0,0.0,2.0,17.3,Lagos
2024-03-18,33.0,27.2,40.0,33.7,1.2,1.2,53.0,17.2,Lagos
2024-03-19,33.3,27.3,40.0,33.5,0.6,0.6,51.0,18.7,Lagos
2024-03-20,32.6,27.6,39.1,33.6,0.7,0.7,51.0,17.9,Lagos
2024-03-21,33.2,27.3,40.0,33.2,13.7,13.7,65.0,15.4,Lagos
2024-03-22,33.1,27.3,37.9,32.9,0.0,0.0,3.0,18.8,Lagos
2024-03-23,32.6,28.0,37.4,33.5,1.6,1.6,53.0,20.2,Lagos
2024-03-24,32.4,27.0,38.6,32.5,0.0,0.0,3.0,15.6,Lagos
2024-03-25,32.7,26.9,38.2,31.0,5.3,5.3,61.0,19.2,Lagos
2024-03-26,32.6,27.4,38.1,32.5,0.0,0.0,3.0,16.2,Lagos
2024-03-27,33.2,27.7,39.6,33.8,0.0,0.0,3.0,19.0,Lagos
2024-03-28,33.4,27.3,39.3,32.1,11.3,11.3,63.0,17.8,Lagos
2024-03-29,33.0,26.1,38.2,29.7,18.5,18.5,65.0,21.8,Lagos
2024-03-30,32.6,27.7,38.2,32.4,0.8,0.8,51.0,22.2,Lagos
2024-03-31,32.5,27.7,37.9,33.7,1.7,1.7,55.0,17.6,Lagos
2024-04-01,31.5,27.4,35.9,33.0,1.8,1.8,55.0,19.2,Lagos
2024-04-02,32.4,27.0,37.5,33.5,0.6,0.6,51.0,22.9,Lagos
2024-04-03,32.4,27.0,37.5,32.4,0.3,0.3,51.0,21.5,Lagos
2024-04-04,32.9,26.9,38.5,32.6,1.7,1.7,55.0,19.6,Lagos
2024-04-05,32.3,26.7,36.5,30.7,16.8,16.8,63.0,21.6,Lagos
2024-04-06,32.2,26.3,36.9,31.4,14.5,14.5,63.0,16.9,Lagos
2024-04-07,33.4,25.6,39.3,31.5,1.0,1.0,55.0,19.4,Lagos
2024-04-08,31.7,27.4,35.7,33.2,0.1,0.1,51.0,24.5,Lagos
2024-04-09,32.6,27.5,38.3,33.1,0.8,0.8,53.0,15.3,Lagos
2024-04-10,32.9,26.6,39.1,32.4,2.3,2.3,55.0,16.4,Lagos
2024-04-11,32.5,27.2,37.1,31.4,4.7,4.7,61.0,21.1,Lagos
2024-04-12,34.4,27.5,40.1,32.3,0.0,0.0,3.0,19.4,Lagos
2024-04-13,32.7,28.1,37.2,32.9,1.9,1.9,55.0,21.8,Lagos
2024-04-14,32.0,26.4,39.2,32.0,2.0,2.0,55.0,15.5,Lagos
2024-04-15,32.7,27.3,39.1,33.6,6.3,6.3,63.0,13.8,Lagos
2024-04-16,32.1,27.3,37.2,32.3,0.7,0.7,51.0,18.1,Lagos
2024-04-17,32.4,26.2,37.0,32.4,0.0,0.0,3.0,17.3,Lagos
2024-04-18,32.8,26.8,38.3,33.2,0.3,0.3,51.0,21.7,Lagos
2024-04-19,32.0,28.3,37.5,33.9,1.7,1.7,53.0,21.4,Lagos
2024-04-20,33.4,27.6,39.0,34.0,1.0,1.0,53.0,21.1,Lagos
2024-04-21,32.0,27.8,38.6,33.8,5.9,5.9,63.0,18.8,Lagos
2024-04-22,33.7,26.6,41.0,32.4,0.1,0.1,51.0,18.0,Lagos
2024-04-23,31.0,26.0,36.5,31.3,2.7,2.7,61.0,15.7,Lagos
2024-04-24,32.4,26.2,37.2,32.0,0.0,0.0,3.0,17.8,Lagos
2024-04-25,32.5,27.3,38.0,32.7,2.9,2.9,61.0,18.5,Lagos
2024-04-26,32.8,27.8,37.9,33.2,3.2,3.2,61.0,20.0,Lagos
2024-04-27,33.4,27.4,39.6,34.1,0.1,0.1,51.0,17.1,Lagos
2024-04-28,33.4,28.3,38.8,34.2,0.0,0.0,3.0,20.9,Lagos
2024-04-29,32.4,28.0,37.6,33.3,0.9,0.9,51.0,19.8,Lagos
2024-04-30,33.2,26.5,39.5,33.3,1.7,1.7,53.0,23.2,Lagos
2024-05-01,31.7,27.8,35.8,32.3,0.1,0.1,51.0,22.9,Lagos
2024-05-02,32.7,27.6,38.9,32.8,0.2,0.2,51.0,16.6,Lagos
2024-05-03,32.7,27.0,38.0,31.1,7.1,7.1,63.0,19.8,Lagos
2024-05-04,32.3,26.0,37.8,32.4,1.1,1.1,51.0,16.0,Lagos
2024-05-05,32.8,27.7,38.5,33.9,1.4,1.4,53.0,17.7,Lagos
2024-05-06,31.7,25.9,37.2,31.4,5.8,5.8,63.0,16.9,Lagos
2024-05-07,32.1,25.1,38.8,30.3,2.9,2.9,53.0,13.2,Lagos
2024-05-08,33.1,27.7,38.5,33.9,1.2,1.2,53.0,20.7,Lagos
2024-05-09,33.0,26.5,38.3,32.9,0.0,0.0,3.0,19.9,Lagos
2024-05-10,32.9,28.6,38.6,34.2,0.0,0.0,3.0,17.3,Lagos
2024-05-11,32.6,26.9,38.8,33.4,1.5,1.5,53.0,15.7,Lagos
2024-05-12,32.7,26.6,38.1,33.0,2.1,2.1,53.0,16.3,Lagos
2024-05-13,32.7,26.6,40.2,32.0,0.0,0.0,3.0,14.7,Lagos
2024-05-14,31.4,25.2,37.2,30.5,0.0,0.0,3.0,16.9,Lagos
2024-05-15,31.9,26.7,38.8,33.0,0.6,0.6,51.0,16.9,Lagos
2024-05-16,31.0,25.5,36.2,29.8,11.1,11.1,61.0,17.4,Lagos
2024-05-17,32.0,24.9,37.9,30.1,2.0,2.0,53.0,17.1,Lagos
2024-05-18,31.2,25.5,37.1,31.5,10.3,10.3,63.0,16.6,Lagos
2024-05-19,31.7,27.1,36.8,32.7,1.7,1.7,53.0,18.1,Lagos
2024-05-20,31.8,26.9,37.5,33.0,0.1,0.1,51.0,17.4,Lagos
2024-05-21,32.5,26.4,38.4,32.4,2.3,2.3,55.0,21.3,Lagos
2024-05-22,29.7,26.2,34.0,31.7,3.3,3.3,53.0,19.1,Lagos
2024-05-23,31.2,25.1,36.4,30.8,0.7,0.7,51.0,21.7,Lagos
2024-05-24,31.4,26.4,36.3,31.2,4.8,4.8,63.0,19.6,Lagos
